Date,Ticker,Old Balance,Transaction Amount,New Balance
2024-03-26,CEG,552.41,311.44,863.85
2024-03-26,COR,12336.68,-287.41,12049.27
2024-03-26,FANG,6649.4,233.8,6883.2
2024-03-26,FAST,2463.89,8.05,2471.93
2024-03-26,GRMN,1102.47,-140.66,961.81
2024-03-26,HIG,718.66,-718.65,0.0
2024-03-26,IBM,646.69,-646.69,-0.01
2024-03-26,JNPR,2946.42,93.5,3039.91
2024-03-26,LDOS,1974.79,497.18,2471.96
2024-03-26,LLY,3046.61,-470.45,2576.15
2024-03-26,META,2070.84,-252.54,1818.29
2024-03-26,MOH,2387.3,79.42,2466.72
2024-03-26,MPC,1429.64,212.61,1642.24
2024-03-26,NFLX,1743.36,19.85,1763.21
2024-03-26,NRG,8186.34,-358.24,7828.1
2024-03-26,NVDA,3626.74,370.28,3997.01
2024-03-26,PGR,6962.58,66.18,7028.75
2024-03-26,PSX,5854.74,60.15,5914.88
2024-03-26,QCOM,1510.34,-137.11,1373.22
2024-03-26,RL,2122.64,-186.73,1935.91
2024-03-26,STX,742.62,-329.44,413.18
2024-03-26,TSN,3040.58,384.57,3425.15
2024-03-26,UBER,0.0,56.33,56.33
2024-03-26,VLTO,2055.41,517.45,2572.86
2024-03-26,WAT,3076.3,-414.96,2661.34
2024-03-26,WDC,75.72,849.53,925.25
2024-03-26,WM,614.57,-142.27,472.3
2024-03-26,WRK,3666.74,-584.69,3082.04
2024-03-27,A,342.52,-284.68,57.84
2024-03-27,ABBV,6146.95,366.88,6513.83
2024-03-27,AKAM,196.24,119.92,316.15
2024-03-27,ANET,377.69,61.59,439.28
2024-03-27,CBOE,14118.95,-471.5,13647.45
2024-03-27,CEG,907.56,630.53,1538.08
2024-03-27,CI,0.0,23.44,23.44
2024-03-27,COR,12027.41,-135.94,11891.47
2024-03-27,DIS,0.0,467.3,467.3
2024-03-27,FANG,6950.01,414.0,7364.01
2024-03-27,FAST,2437.43,-605.33,1832.1
2024-03-27,GRMN,957.83,-51.55,906.27
2024-03-27,IBM,-0.01,0.02,0.01
2024-03-27,JNPR,3041.55,121.55,3163.1
2024-03-27,LDOS,2454.35,-148.64,2305.71
2024-03-27,LLY,2584.61,-133.36,2451.25
2024-03-27,META,1794.88,-262.02,1532.86
2024-03-27,MOH,2453.63,-30.6,2423.02
2024-03-27,MPC,1639.45,248.29,1887.74
2024-03-27,MU,0.0,148.09,148.09
2024-03-27,NFLX,1761.66,191.88,1953.54
2024-03-27,NRG,7939.98,121.38,8061.35
2024-03-27,NVDA,4027.23,183.55,4210.78
2024-03-27,PGR,7039.69,154.52,7194.2
2024-03-27,PSX,5803.97,-1078.07,4725.9
2024-03-27,QCOM,1352.39,-310.16,1042.23
2024-03-27,RL,1887.2,-646.0,1241.19
2024-03-27,STX,409.47,-409.47,0.0
2024-03-27,TSN,3448.75,290.72,3739.47
2024-03-27,UBER,55.76,-55.76,0.0
2024-03-27,VLTO,2571.13,48.31,2619.43
2024-03-27,WAT,2626.17,53.4,2679.56
2024-03-27,WDC,940.3,406.39,1346.68
2024-03-27,WM,472.27,161.59,633.85
2024-03-27,WRK,3112.08,409.68,3521.76
2024-03-28,A,57.38,388.93,446.3
2024-03-28,ABBV,6537.91,-647.18,5890.73
2024-03-28,AKAM,314.58,-314.57,0.01
2024-03-28,ANET,428.25,-428.24,0.0
2024-03-28,CBOE,13534.23,-1092.91,12441.31
2024-03-28,CEG,1522.89,216.8,1739.69
2024-03-28,CI,23.58,89.33,112.9
2024-03-28,COR,11927.82,-258.8,11669.02
2024-03-28,DIS,469.53,-290.85,178.68
2024-03-28,DPZ,0.0,1457.94,1457.94
2024-03-28,FANG,7276.36,-655.47,6620.88
2024-03-28,FAST,1826.62,227.56,2054.18
2024-03-28,GRMN,910.72,143.56,1054.27
2024-03-28,HIG,0.0,878.69,878.69
2024-03-28,JNPR,3160.54,-416.89,2743.65
2024-03-28,LDOS,2326.21,1214.28,3540.48
2024-03-28,LLY,2456.83,518.57,2975.39
2024-03-28,META,1511.13,-319.3,1191.83
2024-03-28,MOH,2457.8,1006.35,3464.14
2024-03-28,MPC,1864.59,-471.0,1393.59
2024-03-28,MU,150.2,84.92,235.12
2024-03-28,NFLX,1959.08,492.7,2451.78
2024-03-28,NRG,7795.12,-1927.78,5867.34
2024-03-28,NVDA,4102.59,-673.47,3429.11
2024-03-28,PGR,7146.36,-375.47,6770.89
2024-03-28,PSX,4730.12,669.67,5399.79
2024-03-28,QCOM,1039.43,-178.69,860.73
2024-03-28,RL,1236.17,-264.81,971.36
2024-03-28,STX,0.0,1503.21,1503.2
2024-03-28,T,0.0,293.82,293.82
2024-03-28,TSN,3721.55,-331.44,3390.11
2024-03-28,VLTO,2612.7,-266.27,2346.42
2024-03-28,WAT,2643.44,-1403.35,1240.09
2024-03-28,WDC,1412.38,633.12,2045.49
2024-03-28,WM,633.85,-85.27,548.57
2024-03-28,WRK,3568.78,582.51,4151.29
2024-03-29,A,455.45,-132.11,323.33
2024-03-29,ABBV,5928.87,-276.72,5652.14
2024-03-29,CBOE,12585.2,146.97,12732.17
2024-03-29,CEG,1734.81,-121.54,1613.26
2024-03-29,CI,114.68,214.63,329.3
2024-03-29,COR,11757.45,-65.93,11691.52
2024-03-29,DIS,180.24,95.91,276.14
2024-03-29,DPZ,1485.5,265.61,1751.1
2024-03-29,FANG,6698.59,86.58,6785.16
2024-03-29,FAST,2067.55,-100.4,1967.14
2024-03-29,GRMN,1058.42,-149.4,909.02
2024-03-29,HIG,890.88,350.85,1241.73
2024-03-29,JNPR,2761.42,4.81,2766.23
2024-03-29,LDOS,3572.78,-94.17,3478.61
2024-03-29,LLY,2987.98,161.87,3149.84
2024-03-29,META,1186.95,59.91,1246.85
2024-03-29,MOH,3465.47,-337.89,3127.57
2024-03-29,MPC,1390.83,-504.33,886.5
2024-03-29,MU,235.79,162.51,398.29
2024-03-29,NFLX,2390.56,-255.96,2134.6
2024-03-29,NRG,5933.25,55.06,5988.3
2024-03-29,NVDA,3343.5,-119.31,3224.19
2024-03-29,PGR,6820.52,-116.02,6704.5
2024-03-29,PSX,5481.17,340.18,5821.34
2024-03-29,QCOM,871.35,121.68,993.02
2024-03-29,RL,994.61,232.25,1226.86
2024-03-29,STX,1500.98,131.73,1632.7
2024-03-29,T,300.15,225.61,525.75
2024-03-29,TSN,3427.4,-81.54,3345.86
2024-03-29,VLTO,2361.41,70.28,2431.69
2024-03-29,WAT,1266.09,180.54,1446.63
2024-03-29,WDC,2030.19,-351.77,1678.41
2024-03-29,WM,554.27,187.96,742.22
2024-03-29,WRK,4139.51,-387.94,3751.56
2024-04-01,A,319.25,-319.24,0.0
2024-04-01,ABBV,5706.98,481.99,6188.97
2024-04-01,CBOE,12983.74,387.29,13371.03
2024-04-01,CEG,1612.91,-61.85,1551.06
2024-04-01,CI,329.16,75.15,404.31
2024-04-01,COR,11612.67,-81.37,11531.29
2024-04-01,DIS,279.29,349.71,629.0
2024-04-01,DPZ,1768.0,108.03,1876.03
2024-04-01,FANG,6841.78,-118.86,6722.92
2024-04-01,FAST,1963.58,58.92,2022.49
2024-04-01,GRMN,914.48,194.71,1109.19
2024-04-01,HIG,1250.84,157.78,1408.62
2024-04-01,JNPR,2749.9,44.25,2794.14
2024-04-01,LDOS,3493.27,-9.7,3483.56
2024-04-01,LLY,3148.95,-54.76,3094.19
2024-04-01,META,1225.95,-209.96,1015.98
2024-04-01,MOH,3069.52,-470.4,2599.12
2024-04-01,MPC,906.8,86.21,993.0
2024-04-01,MU,394.12,-269.31,124.8
2024-04-01,NFLX,2113.03,-95.22,2017.8
2024-04-01,NRG,6084.48,174.35,6258.83
2024-04-01,NVDA,3227.97,91.72,3319.68
2024-04-01,PGR,6726.29,55.41,6781.7
2024-04-01,PSX,5981.74,235.41,6217.15
2024-04-01,QCOM,994.02,5.03,999.04
2024-04-01,RL,1235.15,-18.62,1216.52
2024-04-01,STX,1606.29,-345.58,1260.7
2024-04-01,T,527.25,-230.11,297.13
2024-04-01,TSN,3341.31,-230.87,3110.43
2024-04-01,VLTO,2402.43,-257.28,2145.14
2024-04-01,WAT,1442.6,410.77,1853.37
2024-04-01,WDC,1693.3,288.02,1981.31
2024-04-01,WM,739.38,-332.51,406.87
2024-04-01,WRK,3770.62,-99.21,3671.41
